name,N,sd size,depth,attractors,motif-avoidant-attractors,minimal trapspaces
n40_59.bnet,40,1,0,1,0,1
n40_6.bnet,40,1,0,1,0,1
n40_60.bnet,40,1,0,1,0,1
n40_61.bnet,40,2,1,1,0,1
n40_62.bnet,40,12,4,1,0,1
n40_63.bnet,40,1,0,1,0,1
n40_64.bnet,40,13,4,3,0,3
n40_65.bnet,40,1,0,1,0,1
n40_66.bnet,40,1,0,1,0,1
n40_67.bnet,40,3,2,1,0,1
n40_68.bnet,40,3,2,1,0,1
n40_69.bnet,40,3,1,2,0,2
n40_7.bnet,40,7,2,4,0,4
n40_70.bnet,40,4,2,2,0,2
n40_71.bnet,40,7,2,4,0,4
n40_72.bnet,40,3,1,2,0,2
n40_73.bnet,40,3,1,2,0,2
n40_74.bnet,40,1,0,1,0,1
n40_75.bnet,40,1,0,1,0,1
n40_76.bnet,40,3,1,2,0,2
n40_77.bnet,40,6,3,1,0,1
n40_78.bnet,40,1,0,1,0,1
n40_79.bnet,40,5,3,2,0,2
n40_8.bnet,40,11,3,4,0,4
n40_80.bnet,40,12,3,2,0,2
n40_81.bnet,40,2,1,1,0,1
n40_82.bnet,40,5,2,2,0,2
n40_83.bnet,40,2,1,1,0,1
n40_84.bnet,40,37,4,12,0,12
n40_85.bnet,40,121,6,28,0,28
n40_86.bnet,40,2,1,1,0,1
n40_87.bnet,40,13,4,4,0,4
n40_88.bnet,40,7,2,4,0,4
n40_89.bnet,40,1,0,1,0,1
n40_9.bnet,40,1,0,1,0,1
n40_90.bnet,40,2,1,1,0,1
n40_91.bnet,40,6,3,1,0,1
n40_92.bnet,40,2,1,1,0,1
n40_93.bnet,40,6,2,2,0,2
n40_94.bnet,40,2,1,1,0,1
n40_95.bnet,40,8,3,3,0,3
n40_96.bnet,40,1,0,1,0,1
n40_97.bnet,40,1,0,1,0,1
n40_98.bnet,40,7,2,3,0,3
n40_99.bnet,40,2,1,1,0,1
n5_0.bnet,5,2,1,1,0,1
n5_1.bnet,5,7,3,3,0,3
n5_10.bnet,5,1,0,1,0,1
n5_11.bnet,5,1,0,1,0,1
n5_12.bnet,5,3,1,2,0,2
n5_13.bnet,5,3,1,2,0,2
n5_14.bnet,5,2,1,1,0,1
n5_15.bnet,5,3,1,2,0,2
n5_16.bnet,5,1,0,1,0,1
n5_17.bnet,5,2,1,1,0,1
n5_18.bnet,5,2,1,1,0,1
n5_19.bnet,5,4,2,2,0,2
n5_2.bnet,5,2,1,1,0,1
n5_20.bnet,5,5,2,3,0,3
n5_21.bnet,5,2,1,1,0,1
n5_22.bnet,5,9,2,4,0,4
n5_23.bnet,5,1,0,1,0,1
n5_24.bnet,5,2,1,1,0,1
n5_25.bnet,5,1,0,1,0,1
n5_26.bnet,5,1,0,1,0,1
n5_27.bnet,5,2,1,1,0,1
n5_28.bnet,5,1,0,1,0,1
n5_29.bnet,5,3,1,2,0,2
n5_3.bnet,5,1,0,1,0,1
n5_30.bnet,5,2,1,1,0,1
n5_31.bnet,5,2,1,1,0,1
n5_32.bnet,5,2,1,1,0,1
n5_33.bnet,5,1,0,1,0,1
n5_34.bnet,5,2,1,1,0,1
n5_35.bnet,5,5,3,1,0,1
n5_36.bnet,5,1,0,1,0,1
n5_37.bnet,5,1,0,1,0,1
n5_38.bnet,5,2,1,1,0,1
n5_39.bnet,5,3,1,2,0,2
n5_4.bnet,5,2,1,1,0,1
n5_40.bnet,5,1,0,1,0,1
n5_41.bnet,5,8,2,4,0,4
n5_42.bnet,5,2,1,1,0,1
n5_43.bnet,5,7,2,3,0,3
n5_44.bnet,5,4,2,1,0,1
n5_45.bnet,5,1,0,1,0,1
n5_46.bnet,5,4,2,2,0,2
n5_47.bnet,5,4,2,2,0,2
n5_48.bnet,5,2,1,1,0,1
n5_49.bnet,5,1,0,1,0,1
n5_5.bnet,5,2,1,1,0,1
n5_50.bnet,5,1,0,1,0,1
n5_51.bnet,5,7,3,4,0,4
n5_52.bnet,5,1,0,1,0,1
n5_53.bnet,5,2,1,1,0,1
n5_54.bnet,5,1,0,1,0,1
n5_55.bnet,5,4,2,2,0,2
n5_56.bnet,5,5,2,2,0,2
n5_57.bnet,5,2,1,1,0,1
n5_58.bnet,5,2,1,1,0,1
n5_59.bnet,5,3,2,1,0,1
n5_6.bnet,5,4,2,2,0,2
n5_60.bnet,5,2,1,1,0,1
n5_61.bnet,5,2,1,1,0,1
n5_62.bnet,5,3,1,2,0,2
n5_63.bnet,5,2,1,1,0,1
n5_64.bnet,5,3,1,2,0,2
n5_65.bnet,5,3,2,1,0,1
n5_66.bnet,5,3,1,2,0,2
n5_67.bnet,5,2,1,1,0,1
n5_68.bnet,5,1,0,1,0,1
n5_69.bnet,5,2,1,1,0,1
n5_7.bnet,5,2,1,1,0,1
n5_70.bnet,5,3,1,2,0,2
n5_71.bnet,5,4,2,2,0,2
n5_72.bnet,5,1,0,1,0,1
n5_73.bnet,5,1,0,1,0,1
n5_74.bnet,5,3,1,2,0,2
n5_75.bnet,5,7,2,4,0,4
n5_76.bnet,5,1,0,1,0,1
n5_77.bnet,5,1,0,1,0,1
n5_78.bnet,5,3,1,2,0,2
n5_79.bnet,5,3,1,2,0,2
n5_8.bnet,5,3,1,2,0,2
n5_80.bnet,5,5,2,3,0,3
n5_81.bnet,5,1,0,1,0,1
n5_82.bnet,5,4,2,2,0,2
n5_83.bnet,5,1,0,1,0,1
n5_84.bnet,5,3,1,2,0,2
n5_85.bnet,5,1,0,1,0,1
n5_86.bnet,5,1,0,1,0,1
n5_87.bnet,5,1,0,1,0,1
n5_88.bnet,5,4,2,2,0,2
n5_89.bnet,5,1,0,1,0,1
n5_9.bnet,5,6,2,3,0,3
n5_90.bnet,5,3,1,2,0,2
n5_91.bnet,5,7,2,4,0,4
n5_92.bnet,5,1,0,1,0,1
n5_93.bnet,5,3,1,2,0,2
n5_94.bnet,5,7,3,2,0,2
n5_95.bnet,5,4,2,2,0,2
n5_96.bnet,5,1,0,1,0,1
n5_97.bnet,5,1,0,1,0,1
n5_98.bnet,5,3,1,2,0,2
n5_99.bnet,5,1,0,1,0,1
n640_0.bnet,640,3,1,2,0,2
n640_1.bnet,640,5,2,2,0,2
n640_10.bnet,640,1,0,1,0,1
n640_11.bnet,640,6,2,,,4
n640_12.bnet,640,2,1,1,0,1
n640_13.bnet,640,35,4,9,0,9
n640_14.bnet,640,7,3,2,0,2
n640_15.bnet,640,18,3,,,4
n640_16.bnet,640,3,2,1,0,1
n640_17.bnet,640,2,1,1,0,1
n640_18.bnet,640,3,1,2,0,2
n640_19.bnet,640,1,0,,,1
n640_2.bnet,640,2,1,,,1
n640_20.bnet,640,6,2,2,0,2
n640_21.bnet,640,27,3,,,8
n640_22.bnet,640,20,3,6,0,6
n640_23.bnet,640,4,3,1,0,1
n640_24.bnet,640,5,2,3,0,3
n640_25.bnet,640,4,3,1,0,1
n640_26.bnet,640,6,2,,,2
n640_27.bnet,640,5,2,3,0,3
n640_28.bnet,640,9,2,4,0,4
n640_29.bnet,640,17,4,4,0,4
n640_3.bnet,640,5,2,2,0,2
n640_30.bnet,640,3,1,,,2
n640_31.bnet,640,3,1,2,0,2
n640_32.bnet,640,3,1,2,0,2
n640_33.bnet,640,4,2,,,1
n640_34.bnet,640,4,2,1,0,1
n640_35.bnet,640,1,0,1,0,1
n640_36.bnet,640,1,0,1,0,1
n640_37.bnet,640,9,3,,,5
n640_38.bnet,640,3,1,2,0,2
n640_39.bnet,640,9,3,2,0,2
n640_4.bnet,640,5,2,,,3
n640_40.bnet,640,18,3,6,0,6
n640_41.bnet,640,18,4,,,4
n640_42.bnet,640,3,1,2,0,2
n640_43.bnet,640,27,4,8,0,8
n640_44.bnet,640,1,0,1,0,1
n640_45.bnet,640,15,3,6,0,6
n640_46.bnet,640,5,3,2,0,2
n640_47.bnet,640,9,2,4,0,4
n640_48.bnet,640,3,1,2,0,2
n640_49.bnet,640,9,2,4,0,4
n640_5.bnet,640,5,3,2,0,2
n640_50.bnet,640,54,7,,,8
n640_51.bnet,640,6,3,3,0,3
n640_52.bnet,640,4,2,,,1
n640_53.bnet,640,4,2,2,0,2
n640_54.bnet,640,3,1,2,0,2
n640_55.bnet,640,4,2,2,0,2
n640_56.bnet,640,1,0,1,0,1
n640_57.bnet,640,6,2,,,3
n640_58.bnet,640,3,1,2,0,2
n640_59.bnet,640,3,1,2,0,2
n640_6.bnet,640,2,1,1,0,1
n640_60.bnet,640,7,4,,,2
n640_61.bnet,640,56,5,,,12
n640_62.bnet,640,3,1,2,0,2
n640_63.bnet,640,4,2,2,0,2
n640_64.bnet,640,1,0,1,0,1
n640_65.bnet,640,1,0,1,0,1
n640_66.bnet,640,9,3,,,2
n640_67.bnet,640,3,2,1,0,1
n640_68.bnet,640,2,1,1,0,1
n640_69.bnet,640,2,1,1,0,1
n640_7.bnet,640,5,2,2,0,2
n640_70.bnet,640,11,4,3,0,3
n640_71.bnet,640,2,1,1,0,1
n640_72.bnet,640,3,2,1,0,1
n640_73.bnet,640,15,3,8,0,6
n640_74.bnet,640,4,2,2,0,2
n640_75.bnet,640,4,2,2,0,2
n640_76.bnet,640,18,3,6,0,6
n640_77.bnet,640,12,3,3,0,3
n640_78.bnet,640,2,1,1,0,1
n640_79.bnet,640,18,4,,,6
n640_8.bnet,640,2,1,1,0,1
n640_80.bnet,640,9,2,4,0,4
n640_81.bnet,640,9,4,2,0,2
n640_82.bnet,640,6,2,4,0,4
n640_83.bnet,640,27,3,8,0,8
n640_84.bnet,640,3,1,2,0,2
n640_85.bnet,640,18,4,6,0,6
n640_86.bnet,640,14,4,,,5
n640_87.bnet,640,3,1,2,0,2
n640_88.bnet,640,33,4,8,0,8
n640_89.bnet,640,105,5,16,0,16
n640_9.bnet,640,13,4,5,0,5
n640_90.bnet,640,36,4,6,0,6
n640_91.bnet,640,2,1,,,1
n640_92.bnet,640,4,2,,,1
n640_93.bnet,640,12,3,4,0,4
n640_94.bnet,640,240,7,,,20
n640_95.bnet,640,47,5,9,0,9
n640_96.bnet,640,4,2,2,0,2
n640_97.bnet,640,3,1,2,0,2
n640_98.bnet,640,2,1,1,0,1
n640_99.bnet,640,1,0,1,0,1
n80_0.bnet,80,2,1,1,0,1
n80_1.bnet,80,2,1,1,0,1
n80_10.bnet,80,4,2,2,0,2
n80_11.bnet,80,2,1,1,0,1
n80_12.bnet,80,1,0,1,0,1
n80_13.bnet,80,1,0,1,0,1
n80_14.bnet,80,3,1,2,0,2
n80_15.bnet,80,3,2,1,0,1
n80_16.bnet,80,4,2,1,0,1
n80_17.bnet,80,1,0,1,0,1
n80_18.bnet,80,81,4,16,0,16
n80_19.bnet,80,1,0,1,0,1
n80_2.bnet,80,3,2,1,0,1
n80_20.bnet,80,3,1,2,0,2
n80_21.bnet,80,1,0,1,0,1
n80_22.bnet,80,6,2,2,0,2
n80_23.bnet,80,5,2,3,0,3
n80_24.bnet,80,1,0,1,0,1
n80_25.bnet,80,3,2,1,0,1
n80_26.bnet,80,1,0,1,0,1
n80_27.bnet,80,6,2,2,0,2
n80_28.bnet,80,26,4,6,0,6
n80_29.bnet,80,11,3,6,0,6
n80_3.bnet,80,9,3,4,0,4
n80_30.bnet,80,20,4,2,0,2
n80_31.bnet,80,1,0,1,0,1
n80_32.bnet,80,1,0,1,0,1
n80_33.bnet,80,18,4,2,0,2
n80_34.bnet,80,7,2,3,0,3
n80_35.bnet,80,6,3,3,0,3
n80_36.bnet,80,3,2,1,0,1
n80_37.bnet,80,3,1,2,0,2
n80_38.bnet,80,8,3,1,0,1
n80_39.bnet,80,2,1,1,0,1
n80_4.bnet,80,5,2,3,0,3
n80_40.bnet,80,1,0,1,0,1
n80_41.bnet,80,1,0,1,0,1
n80_42.bnet,80,13,3,4,0,4
n80_43.bnet,80,8,3,2,0,2
n80_44.bnet,80,1,0,1,0,1
n80_45.bnet,80,2,1,1,0,1
n80_46.bnet,80,9,2,4,0,4
n80_47.bnet,80,3,1,2,0,2
n80_48.bnet,80,3,1,2,0,2
n80_49.bnet,80,10,3,4,0,4
n80_5.bnet,80,4,2,1,0,1
n80_50.bnet,80,1,0,1,0,1
n80_51.bnet,80,3,1,2,0,2
n80_52.bnet,80,4,2,1,0,1
n80_53.bnet,80,9,3,4,0,4
n80_54.bnet,80,91,6,16,0,16
n80_55.bnet,80,5,2,2,0,2
n80_56.bnet,80,9,3,2,0,2
n80_57.bnet,80,8,3,1,0,1
n80_58.bnet,80,3,1,2,0,2
n80_59.bnet,80,5,2,3,0,3
n80_6.bnet,80,3,1,2,0,2
n80_60.bnet,80,3,2,1,0,1
n80_61.bnet,80,1,0,1,0,1
n80_62.bnet,80,5,2,2,0,2
n80_63.bnet,80,6,2,2,0,2
n80_64.bnet,80,11,3,4,0,4
n80_65.bnet,80,3,1,2,0,2
n80_66.bnet,80,7,2,3,0,3
n80_67.bnet,80,3,1,2,0,2
n80_68.bnet,80,4,2,2,0,2
n80_69.bnet,80,6,2,3,0,3
n80_7.bnet,80,3,1,2,0,2
n80_70.bnet,80,1,0,1,0,1
n80_71.bnet,80,1,0,1,0,1
n80_72.bnet,80,28,5,7,0,7
n80_73.bnet,80,2,1,1,0,1
n80_74.bnet,80,9,3,2,0,2
n80_75.bnet,80,2,1,1,0,1
n80_76.bnet,80,1,0,1,0,1
n80_77.bnet,80,5,3,1,0,1
n80_78.bnet,80,3,1,2,0,2
n80_79.bnet,80,5,2,2,0,2
n80_8.bnet,80,5,2,3,0,3
n80_80.bnet,80,3,1,2,0,2
n80_81.bnet,80,2,1,1,0,1
n80_82.bnet,80,1,0,1,0,1
n80_83.bnet,80,6,2,2,0,2
n80_84.bnet,80,13,4,3,0,3
n80_85.bnet,80,6,2,2,0,2
n80_86.bnet,80,13,4,4,0,4
n80_87.bnet,80,1,0,1,0,1
n80_88.bnet,80,8,2,4,0,4
n80_89.bnet,80,1,0,1,0,1
n80_9.bnet,80,2,1,1,0,1
n80_90.bnet,80,12,3,2,0,2
n80_91.bnet,80,2,1,1,0,1
n80_92.bnet,80,2,1,1,0,1
n80_93.bnet,80,3,2,1,0,1
n80_94.bnet,80,3,1,2,0,2
n80_95.bnet,80,3,1,2,0,2
n80_96.bnet,80,2,1,1,0,1
n80_97.bnet,80,2,1,1,0,1
n80_98.bnet,80,2,1,1,0,1
n80_99.bnet,80,3,1,2,0,2
